Epoch,ScalVis_GausCosS:1.0_RecL10N1024VS0.1accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.1accuracy
1,0.3845193386077881,0.6154806613922119
2,0.709113597869873,0.6154806613922119
3,0.7478152513504028,0.6154806613922119
4,0.6841447949409485,0.6154806613922119
5,0.6516854166984558,0.6154806613922119
6,0.6304619312286377,0.6154806613922119
7,0.6154806613922119,0.6154806613922119
8,0.6154806613922119,0.6154806613922119
9,0.6154806613922119,0.6154806613922119
10,0.6154806613922119,0.6154806613922119
11,0.6154806613922119,0.6154806613922119
12,0.6154806613922119,0.6154806613922119
13,0.6154806613922119,0.6154806613922119
14,0.6154806613922119,0.6154806613922119
15,0.6154806613922119,0.6154806613922119
16,0.6154806613922119,0.6154806613922119
17,0.6154806613922119,0.6154806613922119
18,0.6154806613922119,0.6154806613922119
19,0.6154806613922119,0.6154806613922119
20,0.6154806613922119,0.6154806613922119
21,0.6154806613922119,0.6154806613922119
22,0.6154806613922119,0.6154806613922119
23,0.6154806613922119,0.6154806613922119
24,0.6154806613922119,0.6154806613922119
25,0.6154806613922119,0.6154806613922119
26,0.6154806613922119,0.6154806613922119
27,0.6154806613922119,0.6154806613922119
28,0.6154806613922119,0.6154806613922119
29,0.6154806613922119,0.6154806613922119
30,0.6192259788513184,0.6154806613922119
31,0.6267166137695312,0.6154806613922119
32,0.6329588294029236,0.6154806613922119
33,0.6392009854316711,0.6154806613922119
34,0.6554307341575623,0.6154806613922119
35,0.6604244709014893,0.6154806613922119
36,0.6841447949409485,0.6154806613922119
37,0.7178527116775513,0.6154806613922119
38,0.7303370833396912,0.6154806613922119
39,0.7540574073791504,0.6154806613922119
40,0.7852684259414673,0.6154806613922119
41,0.7902621626853943,0.6154806613922119
42,0.7890137434005737,0.6154806613922119
43,0.7890137434005737,0.6154806613922119
44,0.7890137434005737,0.6154806613922119
45,0.7890137434005737,0.6154806613922119
46,0.7890137434005737,0.6154806613922119
47,0.7890137434005737,0.6154806613922119
48,0.7902621626853943,0.6154806613922119
49,0.7902621626853943,0.6154806613922119
50,0.7915105819702148,0.6154806613922119
51,0.7902621626853943,0.6154806613922119
52,0.7915105819702148,0.6154806613922119
53,0.7940074801445007,0.6154806613922119
54,0.7977527976036072,0.6154806613922119
55,0.7990012764930725,0.6154806613922119
56,0.7990012764930725,0.6541822552680969
57,0.7977527976036072,0.7390761375427246
58,0.7977527976036072,0.7702871561050415
59,0.7990012764930725,0.7877652645111084
60,0.7990012764930725,0.7890137434005737
61,0.7990012764930725,0.7890137434005737
62,0.7990012764930725,0.7890137434005737
63,0.7990012764930725,0.7890137434005737
64,0.7990012764930725,0.7890137434005737
65,0.7990012764930725,0.7890137434005737
66,0.7990012764930725,0.7890137434005737
67,0.7990012764930725,0.7890137434005737
68,0.7990012764930725,0.7890137434005737
69,0.7977527976036072,0.7890137434005737
70,0.7977527976036072,0.7890137434005737
71,0.7977527976036072,0.7890137434005737
72,0.7977527976036072,0.7890137434005737
73,0.7977527976036072,0.7890137434005737
74,0.7977527976036072,0.7890137434005737
75,0.7977527976036072,0.7902621626853943
76,0.7990012764930725,0.7902621626853943
77,0.7965043783187866,0.7902621626853943
78,0.7952559590339661,0.7915105819702148
79,0.7940074801445007,0.7927590608596802
80,0.7940074801445007,0.7927590608596802
81,0.7940074801445007,0.7965043783187866
82,0.7952559590339661,0.7965043783187866
83,0.7952559590339661,0.7965043783187866
84,0.7965043783187866,0.7965043783187866
85,0.7952559590339661,0.7965043783187866
86,0.7952559590339661,0.7965043783187866
87,0.7952559590339661,0.7977527976036072
88,0.7952559590339661,0.7977527976036072
89,0.7965043783187866,0.8002496957778931
90,0.7965043783187866,0.8002496957778931
91,0.7965043783187866,0.8002496957778931
92,0.7965043783187866,0.8002496957778931
93,0.7965043783187866,0.8002496957778931
94,0.7965043783187866,0.8002496957778931
95,0.7965043783187866,0.8002496957778931
96,0.7965043783187866,0.8002496957778931
97,0.7965043783187866,0.8002496957778931
98,0.7965043783187866,0.8002496957778931
99,0.7965043783187866,0.7990012764930725
100,0.7977527976036072,0.7990012764930725
101,0.7977527976036072,0.7990012764930725
102,0.7990012764930725,0.7990012764930725
103,0.8002496957778931,0.8014981150627136
104,0.8052434325218201,0.8052434325218201
105,0.8052434325218201,0.8052434325218201
106,0.8064919114112854,0.8052434325218201
107,0.8064919114112854,0.8052434325218201
108,0.8064919114112854,0.8064919114112854
109,0.807740330696106,0.8064919114112854
110,0.807740330696106,0.8052434325218201
111,0.807740330696106,0.8052434325218201
112,0.807740330696106,0.8052434325218201
113,0.807740330696106,0.8052434325218201
114,0.807740330696106,0.8052434325218201
115,0.807740330696106,0.8039950132369995
116,0.807740330696106,0.8039950132369995
117,0.8102372288703918,0.8064919114112854
118,0.8089887499809265,0.8064919114112854
119,0.8089887499809265,0.8064919114112854
120,0.8114856481552124,0.807740330696106
121,0.8114856481552124,0.8089887499809265
122,0.8114856481552124,0.8089887499809265
123,0.8114856481552124,0.8139825463294983
124,0.8114856481552124,0.8139825463294983
125,0.8152309656143188,0.8139825463294983
126,0.8152309656143188,0.8152309656143188
127,0.8177278637886047,0.8189762830734253
128,0.8177278637886047,0.8189762830734253
129,0.8289638161659241,0.8202247023582458
130,0.8202247023582458,0.8214731812477112
131,0.8352059721946716,0.8214731812477112
132,0.8227216005325317,0.8214731812477112
133,0.8264669179916382,0.8214731812477112
134,0.8389512896537781,0.8214731812477112
135,0.8252184987068176,0.8214731812477112
136,0.8389512896537781,0.8214731812477112
137,0.8451935052871704,0.8214731812477112
138,0.8252184987068176,0.8214731812477112
139,0.8451935052871704,0.8214731812477112
140,0.8451935052871704,0.8202247023582458
141,0.8339575529098511,0.8202247023582458
142,0.8451935052871704,0.8202247023582458
143,0.8439450860023499,0.8202247023582458
144,0.846441924571991,0.8202247023582458
145,0.8451935052871704,0.8202247023582458
146,0.8401997685432434,0.8202247023582458
147,0.846441924571991,0.8202247023582458
148,0.846441924571991,0.8202247023582458
149,0.846441924571991,0.8202247023582458
150,0.8451935052871704,0.8214731812477112
151,0.8514357209205627,0.8214731812477112
152,0.846441924571991,0.8202247023582458
153,0.8514357209205627,0.8202247023582458
154,0.846441924571991,0.8202247023582458
155,0.8501872420310974,0.8214731812477112
156,0.8501872420310974,0.8214731812477112
157,0.846441924571991,0.8239700198173523
158,0.8539325594902039,0.8239700198173523
159,0.8439450860023499,0.8264669179916382
160,0.8539325594902039,0.8264669179916382
161,0.8489388227462769,0.8277153372764587
162,0.8489388227462769,0.8277153372764587
163,0.8539325594902039,0.8277153372764587
164,0.8439450860023499,0.8264669179916382
165,0.8564294576644897,0.8264669179916382
166,0.8489388227462769,0.8264669179916382
167,0.8514357209205627,0.8302122354507446
168,0.8526841402053833,0.8314606547355652
169,0.8489388227462769,0.836454451084137
170,0.8564294576644897,0.8377028703689575
171,0.8476904034614563,0.8401997685432434
172,0.8564294576644897,0.841448187828064
173,0.8539325594902039,0.8439450860023499
174,0.8539325594902039,0.846441924571991
175,0.8576778769493103,0.8426966071128845
176,0.8476904034614563,0.8501872420310974
177,0.8576778769493103,0.8514357209205627
178,0.8501872420310974,0.8501872420310974
179,0.8576778769493103,0.8551810383796692
180,0.8564294576644897,0.8564294576644897
181,0.8539325594902039,0.8564294576644897
182,0.8576778769493103,0.8564294576644897
183,0.8526841402053833,0.8589263558387756
184,0.8576778769493103,0.8576778769493103
185,0.8551810383796692,0.8589263558387756
186,0.8564294576644897,0.8564294576644897
187,0.8564294576644897,0.8576778769493103
188,0.8551810383796692,0.8576778769493103
189,0.8576778769493103,0.8601747751235962
190,0.8551810383796692,0.8589263558387756
191,0.8576778769493103,0.8589263558387756
192,0.8564294576644897,0.8614231944084167
193,0.8551810383796692,0.8614231944084167
194,0.8576778769493103,0.8614231944084167
195,0.8564294576644897,0.8664169907569885
196,0.8576778769493103,0.8651685118675232
197,0.8576778769493103,0.8689138293266296
198,0.8576778769493103,0.8626716732978821
199,0.8564294576644897,0.8614231944084167
200,0.8576778769493103,0.8651685118675232
