Epoch,ScalVis_GausVisS:1.0_RecL10N1024val_accuracy,ScalVis_DataProcCombine_RecL10N1024val_accuracy,ScalVis_GaussAndOrigS:1.0_RecL10N1024val_accuracy,ScalVis_ProcWithVis_RecL10N1024val_accuracy
1,0.6222222447395325,0.6666666865348816,0.6222222447395325,0.6222222447395325
2,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
3,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
4,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
5,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
6,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
7,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
8,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
9,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
10,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
11,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
12,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
13,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
14,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
15,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
16,0.6222222447395325,0.6222222447395325,0.6222222447395325,0.6222222447395325
17,0.6222222447395325,0.6222222447395325,0.6666666865348816,0.6222222447395325
18,0.6222222447395325,0.7111111283302307,0.7666666507720947,0.6222222447395325
19,0.6222222447395325,0.7888888716697693,0.7666666507720947,0.6222222447395325
20,0.7777777910232544,0.800000011920929,0.7777777910232544,0.6222222447395325
21,0.7666666507720947,0.7888888716697693,0.7888888716697693,0.7444444298744202
22,0.7666666507720947,0.8111110925674438,0.7888888716697693,0.7888888716697693
23,0.7666666507720947,0.8222222328186035,0.7888888716697693,0.7888888716697693
24,0.7666666507720947,0.8222222328186035,0.7888888716697693,0.7888888716697693
25,0.7777777910232544,0.8222222328186035,0.800000011920929,0.7888888716697693
26,0.7777777910232544,0.8111110925674438,0.7777777910232544,0.8111110925674438
27,0.7777777910232544,0.8111110925674438,0.7888888716697693,0.8111110925674438
28,0.7777777910232544,0.8111110925674438,0.7888888716697693,0.8222222328186035
29,0.7666666507720947,0.8111110925674438,0.7888888716697693,0.8111110925674438
30,0.7555555701255798,0.800000011920929,0.7888888716697693,0.8222222328186035
31,0.7666666507720947,0.8222222328186035,0.7888888716697693,0.8222222328186035
32,0.7666666507720947,0.8111110925674438,0.7777777910232544,0.8333333134651184
33,0.7666666507720947,0.8111110925674438,0.7777777910232544,0.8333333134651184
34,0.7888888716697693,0.8111110925674438,0.7888888716697693,0.8222222328186035
35,0.7888888716697693,0.8111110925674438,0.7888888716697693,0.8111110925674438
36,0.7888888716697693,0.8222222328186035,0.7777777910232544,0.8111110925674438
37,0.7888888716697693,0.855555534362793,0.7888888716697693,0.800000011920929
38,0.7888888716697693,0.8444444537162781,0.8111110925674438,0.800000011920929
39,0.800000011920929,0.8444444537162781,0.8222222328186035,0.8111110925674438
40,0.800000011920929,0.8444444537162781,0.8111110925674438,0.8111110925674438
41,0.800000011920929,0.8444444537162781,0.8111110925674438,0.8111110925674438
42,0.8222222328186035,0.8444444537162781,0.8222222328186035,0.8111110925674438
43,0.8222222328186035,0.8444444537162781,0.8222222328186035,0.8111110925674438
44,0.8222222328186035,0.855555534362793,0.8111110925674438,0.800000011920929
45,0.8222222328186035,0.855555534362793,0.8111110925674438,0.8222222328186035
46,0.8222222328186035,0.8444444537162781,0.8111110925674438,0.8333333134651184
47,0.8222222328186035,0.855555534362793,0.8111110925674438,0.8333333134651184
48,0.8222222328186035,0.855555534362793,0.8111110925674438,0.8333333134651184
49,0.8222222328186035,0.8333333134651184,0.8111110925674438,0.8333333134651184
50,0.8222222328186035,0.855555534362793,0.800000011920929,0.8444444537162781
51,0.8111110925674438,0.855555534362793,0.8111110925674438,0.855555534362793
52,0.8111110925674438,0.8333333134651184,0.800000011920929,0.855555534362793
53,0.8111110925674438,0.8333333134651184,0.800000011920929,0.855555534362793
54,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.855555534362793
55,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.855555534362793
56,0.8111110925674438,0.8333333134651184,0.800000011920929,0.8777777552604675
57,0.8111110925674438,0.8333333134651184,0.800000011920929,0.855555534362793
58,0.8111110925674438,0.8333333134651184,0.8111110925674438,0.855555534362793
59,0.8111110925674438,0.8333333134651184,0.800000011920929,0.8444444537162781
60,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.855555534362793
61,0.8111110925674438,0.8444444537162781,0.8111110925674438,0.8666666746139526
62,0.800000011920929,0.8222222328186035,0.8222222328186035,0.855555534362793
63,0.8444444537162781,0.8444444537162781,0.8222222328186035,0.855555534362793
64,0.8444444537162781,0.8111110925674438,0.8111110925674438,0.855555534362793
65,0.8444444537162781,0.8222222328186035,0.8222222328186035,0.855555534362793
66,0.8333333134651184,0.8111110925674438,0.8222222328186035,0.8666666746139526
67,0.8333333134651184,0.8222222328186035,0.8333333134651184,0.855555534362793
68,0.855555534362793,0.8333333134651184,0.8222222328186035,0.8666666746139526
69,0.8444444537162781,0.8111110925674438,0.8444444537162781,0.855555534362793
70,0.7888888716697693,0.8222222328186035,0.855555534362793,0.855555534362793
71,0.8444444537162781,0.8333333134651184,0.8222222328186035,0.855555534362793
72,0.855555534362793,0.8111110925674438,0.855555534362793,0.855555534362793
73,0.855555534362793,0.8222222328186035,0.855555534362793,0.855555534362793
74,0.855555534362793,0.8222222328186035,0.8666666746139526,0.8444444537162781
75,0.8666666746139526,0.8333333134651184,0.8333333134651184,0.8444444537162781
76,0.8666666746139526,0.8222222328186035,0.8666666746139526,0.855555534362793
77,0.855555534362793,0.8222222328186035,0.8777777552604675,0.8444444537162781
78,0.8666666746139526,0.8222222328186035,0.855555534362793,0.8444444537162781
79,0.8666666746139526,0.8222222328186035,0.8666666746139526,0.855555534362793
80,0.855555534362793,0.8222222328186035,0.855555534362793,0.8444444537162781
81,0.8444444537162781,0.8222222328186035,0.855555534362793,0.8444444537162781
82,0.8666666746139526,0.8222222328186035,0.8666666746139526,0.855555534362793
83,0.8666666746139526,0.8222222328186035,0.855555534362793,0.8444444537162781
84,0.8333333134651184,0.8222222328186035,0.8666666746139526,0.8444444537162781
85,0.8444444537162781,0.8111110925674438,0.855555534362793,0.8444444537162781
86,0.855555534362793,0.8111110925674438,0.855555534362793,0.8444444537162781
87,0.8333333134651184,0.8111110925674438,0.855555534362793,0.8333333134651184
88,0.855555534362793,0.8222222328186035,0.8333333134651184,0.8333333134651184
89,0.855555534362793,0.8111110925674438,0.855555534362793,0.8333333134651184
90,0.8333333134651184,0.8222222328186035,0.8666666746139526,0.8333333134651184
91,0.8444444537162781,0.8222222328186035,0.8444444537162781,0.8333333134651184
92,0.8666666746139526,0.8111110925674438,0.8444444537162781,0.8444444537162781
93,0.8666666746139526,0.8222222328186035,0.855555534362793,0.8333333134651184
94,0.855555534362793,0.8111110925674438,0.8444444537162781,0.8222222328186035
95,0.8666666746139526,0.8111110925674438,0.8444444537162781,0.8111110925674438
96,0.855555534362793,0.8333333134651184,0.8333333134651184,0.8222222328186035
97,0.8666666746139526,0.8222222328186035,0.8444444537162781,0.8444444537162781
98,0.855555534362793,0.8111110925674438,0.855555534362793,0.8333333134651184
99,0.8666666746139526,0.8222222328186035,0.855555534362793,0.8444444537162781
100,0.8666666746139526,0.8222222328186035,0.8444444537162781,0.8111110925674438
101,0.8666666746139526,0.8111110925674438,0.855555534362793,0.8111110925674438
102,0.8666666746139526,0.8222222328186035,0.855555534362793,0.8333333134651184
103,0.8444444537162781,0.8222222328186035,0.8444444537162781,0.8222222328186035
104,0.855555534362793,0.8111110925674438,0.8333333134651184,0.8444444537162781
105,0.8444444537162781,0.8111110925674438,0.8333333134651184,0.8222222328186035
106,0.8444444537162781,0.8222222328186035,0.8666666746139526,0.8222222328186035
107,0.8444444537162781,0.8222222328186035,0.8444444537162781,0.8333333134651184
108,0.8444444537162781,0.8333333134651184,0.855555534362793,0.8222222328186035
109,0.8333333134651184,0.8333333134651184,0.8444444537162781,0.8444444537162781
110,0.8444444537162781,0.8222222328186035,0.8333333134651184,0.8111110925674438
111,0.8444444537162781,0.8222222328186035,0.8333333134651184,0.8111110925674438
112,0.8222222328186035,0.8333333134651184,0.8444444537162781,0.8111110925674438
113,0.8333333134651184,0.8333333134651184,0.855555534362793,0.8111110925674438
114,0.8333333134651184,0.8222222328186035,0.7888888716697693,0.8222222328186035
115,0.8444444537162781,0.8222222328186035,0.8444444537162781,0.8111110925674438
116,0.8444444537162781,0.8333333134651184,0.8444444537162781,0.8111110925674438
117,0.8222222328186035,0.8222222328186035,0.855555534362793,0.8111110925674438
118,0.8444444537162781,0.8111110925674438,0.800000011920929,0.8111110925674438
119,0.8222222328186035,0.8222222328186035,0.855555534362793,0.8111110925674438
120,0.8333333134651184,0.8222222328186035,0.8444444537162781,0.8111110925674438
