Epoch,ScalVis_GausVisS:1.0_RecL10N1024VS0.75accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.5accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.25accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.1accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.95accuracy
1,0.3513513505458832,0.516853928565979,0.38772454857826233,0.6217228174209595,0.40909090638160706
2,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
3,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
4,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
5,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
6,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
7,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
8,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
9,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
10,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
11,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
12,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
13,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.5454545617103577
14,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.6136363744735718
15,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.7045454382896423
16,0.6486486196517944,0.6089887619018555,0.6107784509658813,0.6154806613922119,0.7727272510528564
17,0.6486486196517944,0.6943820118904114,0.6107784509658813,0.6154806613922119,0.8863636255264282
18,0.6486486196517944,0.800000011920929,0.6107784509658813,0.7915105819702148,0.8636363744735718
19,0.6486486196517944,0.800000011920929,0.6152694821357727,0.7890137434005737,0.8636363744735718
20,0.6936936974525452,0.800000011920929,0.7859281301498413,0.7915105819702148,0.8636363744735718
21,0.792792797088623,0.800000011920929,0.78742516040802,0.7915105819702148,0.8863636255264282
22,0.8063063025474548,0.800000011920929,0.78742516040802,0.7952559590339661,0.9090909361839294
23,0.8063063025474548,0.800000011920929,0.78742516040802,0.7952559590339661,0.9090909361839294
24,0.8063063025474548,0.800000011920929,0.78742516040802,0.7965043783187866,0.9090909361839294
25,0.8063063025474548,0.8044943809509277,0.788922131061554,0.7965043783187866,0.9090909361839294
26,0.8063063025474548,0.8067415952682495,0.7919161915779114,0.7952559590339661,0.9090909361839294
27,0.8063063025474548,0.8112359642982483,0.7919161915779114,0.7977527976036072,0.9090909361839294
28,0.8063063025474548,0.8112359642982483,0.7934131622314453,0.7990012764930725,0.9090909361839294
29,0.8108108043670654,0.8112359642982483,0.796407163143158,0.7965043783187866,0.9318181872367859
30,0.8243243098258972,0.8112359642982483,0.7934131622314453,0.7990012764930725,0.9318181872367859
31,0.8243243098258972,0.8112359642982483,0.794910192489624,0.7977527976036072,0.9318181872367859
32,0.8243243098258972,0.8112359642982483,0.796407163143158,0.7990012764930725,0.9318181872367859
33,0.8243243098258972,0.8112359642982483,0.796407163143158,0.8014981150627136,0.9318181872367859
34,0.8243243098258972,0.8112359642982483,0.796407163143158,0.7990012764930725,0.9090909361839294
35,0.8243243098258972,0.8112359642982483,0.8008981943130493,0.8089887499809265,0.9318181872367859
36,0.8243243098258972,0.8112359642982483,0.794910192489624,0.8089887499809265,0.9090909361839294
37,0.8243243098258972,0.8089887499809265,0.8008981943130493,0.8139825463294983,0.9318181872367859
38,0.8243243098258972,0.8112359642982483,0.7979041934013367,0.8164793848991394,0.9318181872367859
39,0.8243243098258972,0.8112359642982483,0.7979041934013367,0.8102372288703918,0.9318181872367859
40,0.8243243098258972,0.8112359642982483,0.7994012236595154,0.8102372288703918,0.9318181872367859
41,0.8243243098258972,0.8134831190109253,0.7994012236595154,0.8114856481552124,0.9090909361839294
42,0.8243243098258972,0.8134831190109253,0.7994012236595154,0.8102372288703918,0.9545454382896423
43,0.8243243098258972,0.8157303333282471,0.7994012236595154,0.8114856481552124,0.9090909361839294
44,0.8243243098258972,0.8157303333282471,0.7994012236595154,0.812734067440033,0.9545454382896423
45,0.8243243098258972,0.8157303333282471,0.802395224571228,0.8202247023582458,0.9318181872367859
46,0.8288288116455078,0.8157303333282471,0.7994012236595154,0.8114856481552124,0.9318181872367859
47,0.8333333134651184,0.8134831190109253,0.7994012236595154,0.8177278637886047,0.9545454382896423
48,0.8333333134651184,0.8134831190109253,0.8083832263946533,0.8177278637886047,0.9545454382896423
49,0.8333333134651184,0.8157303333282471,0.8083832263946533,0.8164793848991394,0.9545454382896423
50,0.8333333134651184,0.8157303333282471,0.8083832263946533,0.8227216005325317,0.9318181872367859
51,0.8333333134651184,0.8134831190109253,0.8068862557411194,0.8202247023582458,0.9545454382896423
52,0.8333333134651184,0.8157303333282471,0.8083832263946533,0.8189762830734253,0.9545454382896423
53,0.8333333134651184,0.8157303333282471,0.8068862557411194,0.8214731812477112,0.9772727489471436
54,0.8423423171043396,0.8179775476455688,0.8083832263946533,0.8227216005325317,0.9545454382896423
55,0.8333333134651184,0.8247190713882446,0.811377227306366,0.8239700198173523,0.9545454382896423
56,0.8333333134651184,0.8224719166755676,0.8083832263946533,0.8252184987068176,0.9545454382896423
57,0.8333333134651184,0.8247190713882446,0.8128742575645447,0.8227216005325317,0.9545454382896423
58,0.8198198080062866,0.8247190713882446,0.8143712282180786,0.8277153372764587,0.9545454382896423
59,0.8333333134651184,0.8382022380828857,0.8158682584762573,0.8252184987068176,0.9545454382896423
60,0.8333333134651184,0.8426966071128845,0.8158682584762573,0.8277153372764587,0.9545454382896423
61,0.8333333134651184,0.8494381904602051,0.817365288734436,0.8302122354507446,0.9772727489471436
62,0.8333333134651184,0.8404494524002075,0.8203592896461487,0.8314606547355652,0.9772727489471436
63,0.8468468189239502,0.8449438214302063,0.826347291469574,0.8327091336250305,0.9545454382896423
64,0.8468468189239502,0.8449438214302063,0.8293412923812866,0.8377028703689575,0.9772727489471436
65,0.837837815284729,0.8471910357475281,0.832335352897644,0.8377028703689575,0.9772727489471436
66,0.8423423171043396,0.8494381904602051,0.817365288734436,0.8277153372764587,0.9772727489471436
67,0.8423423171043396,0.8539325594902039,0.8308383226394653,0.8377028703689575,0.9772727489471436
68,0.8603603839874268,0.8539325594902039,0.82485032081604,0.8401997685432434,0.9772727489471436
69,0.8603603839874268,0.8561797738075256,0.826347291469574,0.8377028703689575,0.9772727489471436
70,0.8603603839874268,0.8561797738075256,0.832335352897644,0.8189762830734253,0.9772727489471436
71,0.8558558821678162,0.8561797738075256,0.8368263244628906,0.8439450860023499,0.9772727489471436
72,0.8558558821678162,0.8606741428375244,0.832335352897644,0.8439450860023499,0.9772727489471436
73,0.869369387626648,0.8606741428375244,0.8458083868026733,0.8489388227462769,0.9772727489471436
74,0.8738738894462585,0.8584269881248474,0.848802387714386,0.846441924571991,0.9772727489471436
75,0.8738738894462585,0.8584269881248474,0.8517963886260986,0.8327091336250305,0.9772727489471436
76,0.8738738894462585,0.8651685118675232,0.847305417060852,0.8514357209205627,0.9772727489471436
77,0.8738738894462585,0.8629213571548462,0.8622754216194153,0.846441924571991,0.9772727489471436
78,0.8783783912658691,0.8651685118675232,0.8443113565444946,0.8526841402053833,0.9772727489471436
79,0.8783783912658691,0.8696629405021667,0.8577844500541687,0.8539325594902039,0.9772727489471436
80,0.8918918967247009,0.867415726184845,0.8592814207077026,0.841448187828064,0.9772727489471436
81,0.8873873949050903,0.8696629405021667,0.8233532905578613,0.8589263558387756,0.9772727489471436
82,0.8963963985443115,0.8719100952148438,0.8502994179725647,0.8551810383796692,0.9772727489471436
83,0.8873873949050903,0.8651685118675232,0.8428143858909607,0.8589263558387756,0.9772727489471436
84,0.8963963985443115,0.8651685118675232,0.847305417060852,0.8601747751235962,0.9772727489471436
85,0.8963963985443115,0.8584269881248474,0.8443113565444946,0.8539325594902039,0.9772727489471436
86,0.8918918967247009,0.867415726184845,0.8278443217277527,0.8601747751235962,0.9772727489471436
87,0.9009009003639221,0.800000011920929,0.8622754216194153,0.8626716732978821,0.9772727489471436
88,0.9009009003639221,0.8606741428375244,0.8517963886260986,0.8614231944084167,0.9772727489471436
89,0.8918918967247009,0.8584269881248474,0.847305417060852,0.8664169907569885,0.9772727489471436
90,0.9099099040031433,0.8584269881248474,0.85628741979599,0.8626716732978821,0.9772727489471436
91,0.9054054021835327,0.8696629405021667,0.8622754216194153,0.8639200925827026,0.9772727489471436
92,0.9054054021835327,0.8449438214302063,0.8502994179725647,0.8651685118675232,0.9772727489471436
93,0.9009009003639221,0.8719100952148438,0.8532934188842773,0.8726591467857361,0.9772727489471436
94,0.9054054021835327,0.8629213571548462,0.8607784509658813,0.8639200925827026,0.9772727489471436
95,0.869369387626648,0.8651685118675232,0.8622754216194153,0.8626716732978821,0.9772727489471436
96,0.8873873949050903,0.8584269881248474,0.8607784509658813,0.8726591467857361,0.9772727489471436
97,0.9009009003639221,0.8719100952148438,0.8622754216194153,0.870162308216095,0.9772727489471436
98,0.8783783912658691,0.8561797738075256,0.8622754216194153,0.8664169907569885,0.9772727489471436
99,0.9054054021835327,0.8629213571548462,0.8592814207077026,0.8676654100418091,0.9772727489471436
100,0.8963963985443115,0.8741573095321655,0.8622754216194153,0.8689138293266296,0.9772727489471436
101,0.9054054021835327,0.867415726184845,0.8652694821357727,0.870162308216095,0.9772727489471436
102,0.9189189076423645,0.867415726184845,0.8667664527893066,0.8651685118675232,0.9772727489471436
103,0.9099099040031433,0.8696629405021667,0.8682634830474854,0.8714107275009155,0.9772727489471436
104,0.9054054021835327,0.8719100952148438,0.8652694821357727,0.8726591467857361,0.9772727489471436
105,0.9099099040031433,0.8719100952148438,0.8577844500541687,0.875156044960022,0.9772727489471436
106,0.9054054021835327,0.867415726184845,0.871257483959198,0.8676654100418091,0.9772727489471436
107,0.9099099040031433,0.8764045238494873,0.8727545142173767,0.875156044960022,0.9772727489471436
108,0.9054054021835327,0.8719100952148438,0.871257483959198,0.8726591467857361,0.9772727489471436
109,0.9099099040031433,0.8719100952148438,0.8682634830474854,0.8776529431343079,0.9772727489471436
110,0.9099099040031433,0.8786516785621643,0.8652694821357727,0.8764045238494873,0.9772727489471436
111,0.9099099040031433,0.8741573095321655,0.8682634830474854,0.875156044960022,0.9772727489471436
112,0.9099099040031433,0.8786516785621643,0.8682634830474854,0.8739076256752014,0.9772727489471436
113,0.9054054021835327,0.8719100952148438,0.8697604537010193,0.8764045238494873,0.9772727489471436
114,0.9054054021835327,0.8764045238494873,0.8682634830474854,0.8714107275009155,0.9772727489471436
115,0.9099099040031433,0.8786516785621643,0.871257483959198,0.8789013624191284,0.9772727489471436
116,0.9099099040031433,0.8808988928794861,0.8727545142173767,0.8789013624191284,0.9772727489471436
117,0.9099099040031433,0.8831460475921631,0.871257483959198,0.8789013624191284,0.9772727489471436
118,0.9099099040031433,0.8853932619094849,0.8757485151290894,0.8789013624191284,0.9772727489471436
119,0.9144144058227539,0.8786516785621643,0.8742514848709106,0.875156044960022,0.9772727489471436
120,0.9144144058227539,0.8853932619094849,0.878742516040802,0.8813982605934143,0.9772727489471436
