Epoch,ScalVis_GausVisS:1.0_RecL10N1024VS0.75val_accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.5val_accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.25val_accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.1val_accuracy,ScalVis_GausVisS:1.0_RecL10N1024VS0.95val_accuracy
1,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
2,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
3,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
4,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
5,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
6,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
7,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
8,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
9,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
10,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
11,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
12,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6198347210884094
13,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6280992031097412
14,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.639905571937561
15,0.605381190776825,0.6233183741569519,0.6322869658470154,0.6222222447395325,0.6824085116386414
16,0.605381190776825,0.634529173374176,0.6322869658470154,0.6222222447395325,0.7072018980979919
17,0.605381190776825,0.7713004350662231,0.6322869658470154,0.7777777910232544,0.7296339869499207
18,0.605381190776825,0.773542582988739,0.6322869658470154,0.7666666507720947,0.7414403557777405
19,0.6173393130302429,0.7757847309112549,0.7892376780509949,0.7777777910232544,0.7461629509925842
20,0.7085201740264893,0.7757847309112549,0.7892376780509949,0.7777777910232544,0.763872504234314
21,0.7802690863609314,0.7757847309112549,0.7892376780509949,0.7777777910232544,0.767414391040802
22,0.7802690863609314,0.7757847309112549,0.7892376780509949,0.7777777910232544,0.762691855430603
23,0.7802690863609314,0.7757847309112549,0.7892376780509949,0.7777777910232544,0.7426210045814514
24,0.7802690863609314,0.7757847309112549,0.7892376780509949,0.7777777910232544,0.7319952845573425
25,0.7802690863609314,0.7802690863609314,0.7892376780509949,0.7555555701255798,0.7249114513397217
26,0.7802690863609314,0.786995530128479,0.7892376780509949,0.7888888716697693,0.7402597665786743
27,0.7802690863609314,0.786995530128479,0.7982062697410583,0.7888888716697693,0.7367178201675415
28,0.7832586169242859,0.786995530128479,0.8116592168807983,0.7888888716697693,0.7378984689712524
29,0.7847533822059631,0.786995530128479,0.8026905655860901,0.7777777910232544,0.7378984689712524
30,0.7832586169242859,0.786995530128479,0.8026905655860901,0.7777777910232544,0.7367178201675415
31,0.7847533822059631,0.7892376780509949,0.8116592168807983,0.7888888716697693,0.7201889157295227
32,0.7847533822059631,0.7892376780509949,0.8116592168807983,0.7888888716697693,0.6635183095932007
33,0.7847533822059631,0.7892376780509949,0.8116592168807983,0.7888888716697693,0.7190082669258118
34,0.7832586169242859,0.7892376780509949,0.8161435127258301,0.7888888716697693,0.7225501537322998
35,0.7832586169242859,0.7892376780509949,0.8116592168807983,0.8111110925674438,0.592680037021637
36,0.7832586169242859,0.7892376780509949,0.8206278085708618,0.800000011920929,0.7225501537322998
37,0.7832586169242859,0.7914798259735107,0.8161435127258301,0.8222222328186035,0.7461629509925842
38,0.7847533822059631,0.7892376780509949,0.8161435127258301,0.8222222328186035,0.7402597665786743
39,0.7907324433326721,0.7892376780509949,0.8116592168807983,0.8222222328186035,0.7402597665786743
40,0.7877429127693176,0.7892376780509949,0.8116592168807983,0.8222222328186035,0.6221959590911865
41,0.7847533822059631,0.7914798259735107,0.8116592168807983,0.8222222328186035,0.7260921001434326
42,0.7877429127693176,0.7892376780509949,0.8116592168807983,0.8222222328186035,0.7249114513397217
43,0.7877429127693176,0.7914798259735107,0.8116592168807983,0.8222222328186035,0.7201889157295227
44,0.7877429127693176,0.7892376780509949,0.8116592168807983,0.8222222328186035,0.6847697496414185
45,0.7862481474876404,0.7914798259735107,0.8116592168807983,0.8222222328186035,0.7308146357536316
46,0.7892376780509949,0.7914798259735107,0.8116592168807983,0.8222222328186035,0.7378984689712524
47,0.7862481474876404,0.7914798259735107,0.8251121044158936,0.8111110925674438,0.7414403557777405
48,0.7862481474876404,0.7892376780509949,0.8251121044158936,0.8222222328186035,0.7390791177749634
49,0.7847533822059631,0.786995530128479,0.8251121044158936,0.8111110925674438,0.6977567672729492
50,0.7847533822059631,0.7892376780509949,0.8251121044158936,0.8111110925674438,0.7355371713638306
51,0.7862481474876404,0.7892376780509949,0.8206278085708618,0.8222222328186035,0.7296339869499207
52,0.7847533822059631,0.7937219738960266,0.8251121044158936,0.8111110925674438,0.7178276181221008
53,0.7727952003479004,0.7892376780509949,0.8206278085708618,0.8111110925674438,0.7213695645332336
54,0.7862481474876404,0.7982062697410583,0.8251121044158936,0.8111110925674438,0.7390791177749634
55,0.7877429127693176,0.7757847309112549,0.8251121044158936,0.8111110925674438,0.7355371713638306
56,0.7847533822059631,0.7802690863609314,0.8295964002609253,0.8111110925674438,0.7378984689712524
57,0.7279521822929382,0.7802690863609314,0.8295964002609253,0.8111110925674438,0.7225501537322998
58,0.7862481474876404,0.7847533822059631,0.8251121044158936,0.8111110925674438,0.7355371713638306
59,0.7877429127693176,0.7892376780509949,0.8206278085708618,0.8111110925674438,0.7355371713638306
60,0.7862481474876404,0.804932713508606,0.8295964002609253,0.8222222328186035,0.7225501537322998
61,0.7862481474876404,0.7847533822059631,0.8251121044158936,0.8222222328186035,0.7213695645332336
62,0.7742899656295776,0.7847533822059631,0.834080696105957,0.8222222328186035,0.7378984689712524
63,0.7862481474876404,0.7959641218185425,0.834080696105957,0.8333333134651184,0.7355371713638306
64,0.7907324433326721,0.7959641218185425,0.834080696105957,0.8333333134651184,0.7213695645332336
65,0.7877429127693176,0.7847533822059631,0.8161435127258301,0.8333333134651184,0.7319952845573425
66,0.7847533822059631,0.7802690863609314,0.8295964002609253,0.8333333134651184,0.7190082669258118
67,0.7757847309112549,0.7914798259735107,0.8295964002609253,0.8444444537162781,0.7237308025360107
68,0.7608370780944824,0.7892376780509949,0.8161435127258301,0.8333333134651184,0.7331759333610535
69,0.7742899656295776,0.7802690863609314,0.8251121044158936,0.800000011920929,0.7343565821647644
70,0.7787742614746094,0.7802690863609314,0.8295964002609253,0.8444444537162781,0.7237308025360107
71,0.7802690863609314,0.7959641218185425,0.8161435127258301,0.8444444537162781,0.7343565821647644
72,0.7742899656295776,0.7982062697410583,0.8385650515556335,0.8444444537162781,0.7319952845573425
73,0.7787742614746094,0.786995530128479,0.834080696105957,0.8444444537162781,0.7260921001434326
74,0.7727952003479004,0.786995530128479,0.8430493474006653,0.8333333134651184,0.7367178201675415
75,0.7757847309112549,0.7914798259735107,0.8520179390907288,0.8444444537162781,0.7367178201675415
76,0.7772794961929321,0.7959641218185425,0.847533643245697,0.8666666746139526,0.7260921001434326
77,0.7757847309112549,0.7937219738960266,0.8520179390907288,0.855555534362793,0.7378984689712524
78,0.7593423128128052,0.7914798259735107,0.8430493474006653,0.855555534362793,0.7378984689712524
79,0.7742899656295776,0.7937219738960266,0.8565022349357605,0.8444444537162781,0.7260921001434326
80,0.7787742614746094,0.7937219738960266,0.8071748614311218,0.855555534362793,0.7367178201675415
81,0.7802690863609314,0.786995530128479,0.8295964002609253,0.855555534362793,0.7390791177749634
82,0.7623318433761597,0.7847533822059631,0.8161435127258301,0.8666666746139526,0.7260921001434326
83,0.7772794961929321,0.773542582988739,0.834080696105957,0.8666666746139526,0.7355371713638306
84,0.7832586169242859,0.7802690863609314,0.8609865307807922,0.8666666746139526,0.7225501537322998
85,0.7608370780944824,0.786995530128479,0.8430493474006653,0.8666666746139526,0.7237308025360107
86,0.7802690863609314,0.7219731211662292,0.847533643245697,0.855555534362793,0.7378984689712524
87,0.7817638516426086,0.786995530128479,0.8161435127258301,0.8666666746139526,0.7237308025360107
88,0.7653213739395142,0.7757847309112549,0.8161435127258301,0.855555534362793,0.7378984689712524
89,0.7847533822059631,0.7847533822059631,0.8295964002609253,0.8666666746139526,0.7390791177749634
90,0.7847533822059631,0.786995530128479,0.8520179390907288,0.8444444537162781,0.7237308025360107
91,0.7443946003913879,0.7533632516860962,0.8609865307807922,0.8666666746139526,0.7390791177749634
92,0.7802690863609314,0.7914798259735107,0.8609865307807922,0.855555534362793,0.7390791177749634
93,0.7802690863609314,0.7937219738960266,0.847533643245697,0.8444444537162781,0.7249114513397217
94,0.7279521822929382,0.7825112342834473,0.8430493474006653,0.8444444537162781,0.7378984689712524
95,0.7802690863609314,0.7937219738960266,0.8385650515556335,0.855555534362793,0.7249114513397217
96,0.7817638516426086,0.7937219738960266,0.8385650515556335,0.8444444537162781,0.7390791177749634
97,0.7638266086578369,0.773542582988739,0.8520179390907288,0.8444444537162781,0.7390791177749634
98,0.7772794961929321,0.7959641218185425,0.8565022349357605,0.855555534362793,0.7249114513397217
99,0.7847533822059631,0.7914798259735107,0.8609865307807922,0.8333333134651184,0.7378984689712524
100,0.7832586169242859,0.786995530128479,0.8520179390907288,0.8666666746139526,0.7260921001434326
101,0.7683109045028687,0.786995530128479,0.847533643245697,0.8444444537162781,0.7249114513397217
102,0.7892376780509949,0.7914798259735107,0.8520179390907288,0.855555534362793,0.7390791177749634
103,0.7817638516426086,0.7959641218185425,0.8565022349357605,0.855555534362793,0.7237308025360107
104,0.7802690863609314,0.7892376780509949,0.8520179390907288,0.855555534362793,0.7390791177749634
105,0.7563527822494507,0.7892376780509949,0.8520179390907288,0.8666666746139526,0.7260921001434326
106,0.7757847309112549,0.7892376780509949,0.8520179390907288,0.855555534362793,0.7260921001434326
107,0.7847533822059631,0.7892376780509949,0.8520179390907288,0.8666666746139526,0.7402597665786743
108,0.7832586169242859,0.7892376780509949,0.8565022349357605,0.855555534362793,0.7249114513397217
109,0.7892376780509949,0.7825112342834473,0.847533643245697,0.8666666746139526,0.7402597665786743
110,0.7757847309112549,0.7914798259735107,0.847533643245697,0.855555534362793,0.7249114513397217
111,0.7832586169242859,0.7914798259735107,0.847533643245697,0.855555534362793,0.7402597665786743
112,0.7653213739395142,0.786995530128479,0.8430493474006653,0.855555534362793,0.7260921001434326
113,0.7638266086578369,0.7892376780509949,0.8385650515556335,0.855555534362793,0.7414403557777405
114,0.7817638516426086,0.786995530128479,0.8520179390907288,0.8444444537162781,0.7260921001434326
115,0.7802690863609314,0.7802690863609314,0.847533643245697,0.8444444537162781,0.7260921001434326
116,0.7727952003479004,0.7892376780509949,0.8385650515556335,0.8444444537162781,0.7390791177749634
117,0.7742899656295776,0.7847533822059631,0.8520179390907288,0.8444444537162781,0.7260921001434326
118,0.7817638516426086,0.7847533822059631,0.847533643245697,0.855555534362793,0.7390791177749634
119,0.7578475475311279,0.7847533822059631,0.8430493474006653,0.8444444537162781,0.7260921001434326
120,0.7757847309112549,0.7825112342834473,0.8520179390907288,0.8444444537162781,0.7402597665786743
